,ProductUrl,ProductName,Brand,Price,Ratings,NumberofRatings
0,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-makita-18-v-li-ion-3-ah-13-mm-ddf453sfe-1442269,"Perceuse visseuse MAKITA 18V 3.0Ah + 2 Batteries, chargeur, en coffret - DDF453SFE",MAKITA,€166.48,4.46/5,2571
1,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-a-percussion-18-v-li-ion-1-3-ah-diam-13-mm-kit-daccessoires-makita-hp457dx100-524190,"Perceuse visseuse à percussion 18V (2x 1,5Ah) avec kit accessoires dans coffret synthétique - MAKITA HP457DWE10",MAKITA,€136.79,4.39/5,1457
2,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-a-percussion-18v-2x20ah-en-coffret-bosch-gsb-18v-55-24354693?product_id=28258757,"Perceuse visseuse à percussion 18V (2x2,0Ah) en coffret - BOSCH GSB 18V-55",BOSCH,€189.90,4.61/5,134
3,https://www.manomano.fr/perceuse-1146/p/tournevis-sans-fil-perceuse-sans-fil-batterie-21v-lithium-ion-tournevis-24-set-avec-2-batteries-15-ah-40923600?product_id=40298413,Tournevis sans fil Perceuse sans fil Batterie 21V Lithium-Ion Tournevis 24 Set avec 2 Batteries 1.5 Ah,OULIGAY,€44.09,4.2/5,10
4,https://www.manomano.fr/perceuse-1146/p/perc-viss-18v-d13-mm-39233835,Makita Perceuse-visseuse sans fil 18 V DDF482Z / sans batterie ni chargeur,MAKITA,€67.29,4.45/5,184
5,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-sans-fil-teeno-psr-21v-2-batteries-lithium-41-accessoires-gants-professionnels-9259885,Perceuse visseuse sans fil TEENO PSR 21V + 2 batteries lithium + 41 accessoires + gants professionnels - Rouge,TEENO,€61.99,4.02/5,1856
6,https://www.manomano.fr/perceuse-1146/p/teeno-perceuse-visseuse-sans-fil-21v2-batteries2-vitesses21-accessoires-perceuse-et-deux-batteries-19382133?product_id=23114296,"TEENO Perceuse visseuse sans fil 21V,1 Batteries,2 Vitesses,21 Accessoires (Perceuse et Une batterie)",TEENO,€52.99,3.97/5,286
7,https://www.manomano.fr/perceuse-1146/p/perceuse-a-percussion-sans-fil-20v-avec-mallette-et-54-accessoires-2-batteries-2ah-et-moteur-brushless-nemura-48009860?product_id=49357086,Perceuse à Percussion Sans Fil 20V avec Mallette et 54 Accessoires - 2 Batteries 2Ah et Moteur Brushless - Nemura,NEMURA,€69.99,4.5/5,2
8,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-m18cbldd-502c-milwaukee-4933464556-9833597,Perceuse visseuse M18CBLDD-502C MILWAUKEE - 4933464556,MILWAUKEE,€244.99,4.47/5,146
9,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-metabo-bs-18-set-2-batteries-18v-20ah-chargeur-coffret-atelier-mobile-602207880-34310566,"Perceuse visseuse METABO BS 18 Set + 2 batteries 18V 2.0Ah, chargeur + Coffret Atelier mobile - 602207880",METABO,€151.98,4.46/5,608
10,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-a-percussion-sans-fil-teeno-psr-21v-2-vitesses-2-batteries-lithium-20-accessoires-gants-professionnels-9259886,Perceuse visseuse a percussion sans fil TEENO PSR 21V + 2 Vitesses + 2 batteries lithium + 20 accessoires + gants professionnels - Rouge,TEENO,€61.99,3.96/5,923
11,https://www.manomano.fr/perceuse-1146/p/teeno-perceuse-visseuse-a-percussion-sans-fil-20v-a-2-vitesses-avec-marteau-et-2-batteries-lithium-ion-20-ah-mandrin-metal-13mm-max-couple-45n-m-charge-rapide-1h-12975240,"TEENO Perceuse Visseuse à Percussion Sans Fil 20V à 2 Vitesses avec Marteau et 2 Batteries Lithium-ion (2,0 Ah), Mandrin Métal 13mm Max Couple 45N. m, Charge Rapide 1h - Rouge",TEENO,€69.,3.99/5,713
12,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-compacte-dewalt-18v-50ah-xr-2-batteries-chargeur-en-coffret-dcd791p2-34778891,"Perceuse visseuse compacte DEWALT 18V 5.0Ah XR + 2 batteries, chargeur en coffret - DCD791P2",Unknown,€272.99,4.58/5,229
13,https://www.manomano.fr/perceuse-1146/p/perceuse-visseuse-hikoki-18v-2-batteries-30-ah-chargeur-coffret-ds18djlwbz-40223977,"Perceuse visseuse HIKOKI 18V - 2 batteries 3.0 Ah, chargeur, coffret - DS18DJLWBZ",HIKOKI,€118.16,4.28/5,265
14,https://www.manomano.fr/perceuse-1146/p/makita-perceuse-visseuse-a-percussion-produit-seul-dhp458z-31758275,Perceuse à percussion 18V Li-Ion LXT (machine seule) - MAKITA DHP458Z,MAKITA,€109.90,4.38/5,104
15,https://www.manomano.fr/perceuse-1146/p/makita-perceuse-visseuse-sans-fil-2-batterie-18-v-3-ah-chargeur-rapide-coffret-ddf482rfj-30925877,"Perceuse visseuse 18V Li-Ion (2x3,0 Ah) en coffret Makpac - Makita DDF482RFJ",MAKITA,€199.93,4.43/5,167
16,https://www.manomano.fr/perceuse-1146/p/perceuse-a-percussion-makita-710w-kit-accessoires-hp1631kx3-36228852,Perceuse à percussion MAKITA - 710W + kit accessoires - HP1631KX3,MAKITA,€103.45,4.27/5,193
17,https://www.manomano.fr/perceuse-1146/p/teeno-perceuse-visseuse-sans-fil-21v2-batteries2-vitesses21-accessoires-perceuse-et-deux-batteries-19382133?model_id=19380134,"TEENO Perceuse visseuse sans fil 21V,1 Batteries,2 Vitesses,21 Accessoires (Perceuse et Une batterie)",TEENO,€45.99,3.97/5,286
